# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 24 00:08:08 2023
#
# User ID:         gpadilam
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KIC 5951458 b,KIC 5951458,1,2,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,1320.10000000,12401.80000000,-152.50000000,0,,,,,6.600,26.300,-4.200,0,0.589,2.346,-0.375,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6258.00,170.00,-183.00,0,1.52,0.82,-0.82,0,0.98,0.21,-0.21,0,-0.500,0.300,-0.300,0,[Fe/H],4.08,0.28,-0.23,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m57.99s,288.9916218,+41d13m23.05s,41.2230683,742.6880000,12.4750000,-12.0760000,12.8360000,0.0920000,-0.0920000,11.3240000,0.0200000,-0.0200000,12.6884000,0.0001950,-0.0001950,2015-12-24,2015-12,2016-01-05
KIC 7917485 b,KIC 7917485,1,1,1,Pulsation Timing Variations,2016,Kepler,Published Confirmed,0,<a refstr=MURPHY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..17M/abstract target=ref>Murphy et al. 2016</a>,840.00000000,22.00000000,-20.00000000,0,,,,,,,,,,,,,3750.39400,254.26400,-190.69800,0,11.80000,0.80000,-0.60000,0,Msini,0.150000,0.130000,-0.100000,0,,,,,,,,,0,<a refstr=MURPHY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..17M/abstract target=ref>Murphy et al. 2016</a>,A,7067.00,192.00,-192.00,0,,,,,1.63,0.15,-0.12,0,-0.020,0.150,-0.150,0,[Fe/H],4.00,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m44.31s,299.4346094,+43d37m57.38s,43.6326069,1382.8900000,38.3800000,-36.4000000,13.1660000,0.0570000,-0.0570000,12.1110000,0.0180000,-0.0180000,13.1092000,0.0005510,-0.0005510,2016-08-17,2016-08,2016-08-18
KIC 8121913 b,KIC 8121913,1,1,1,Orbital Brightness Modulation,2021,Kepler,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,3.29460100,0.00001300,-0.00022000,0,,,,,,,,,,,,,667.43965,127.13136,-127.13136,0,2.10000,0.40000,-0.40000,0,Msini,,,,,,,,,,,,,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,,5975.30,110.20,-109.40,0,2.23,0.05,-0.06,0,1.46,0.07,-0.15,0,0.252,0.128,-0.170,0,[Fe/H],3.90,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h55m52.27s,298.9677981,+43d54m33.76s,43.9093780,707.3030000,11.3130000,-10.9680000,12.3800000,0.0570000,-0.0570000,10.7630000,0.0240000,-0.0240000,12.3034000,0.0001550,-0.0001550,2021-08-10,2021-10,2021-08-10
KIC 8540376 b,KOI-7892,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,31.80990000,0.00919000,-0.00933000,0,,,,,4.100,2.200,-1.900,0,0.366,0.196,-0.170,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6474.00,178.00,-267.00,0,1.26,0.56,-0.56,0,1.04,0.20,-0.20,0,-0.160,0.230,-0.320,0,[Fe/H],4.31,0.10,-0.33,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000,22.0250000,-22.0250000,14.4110000,0.1140000,-0.1140000,12.9660000,0.0230000,-0.0230000,14.2165000,0.0002570,-0.0002570,2015-12-24,2015-12,2016-01-05
KIC 8540376 c,KOI-7892,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,75.20000000,38.90000000,-1.10000000,0,,,,,2.400,1.900,-1.400,0,0.214,0.170,-0.125,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6474.00,178.00,-267.00,0,1.26,0.56,-0.56,0,1.04,0.20,-0.20,0,-0.160,0.230,-0.320,0,[Fe/H],4.31,0.10,-0.33,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000,22.0250000,-22.0250000,14.4110000,0.1140000,-0.1140000,12.9660000,0.0230000,-0.0230000,14.2165000,0.0002570,-0.0002570,2015-12-24,2015-12,2016-01-05
KIC 9663113 b,KIC 9663113,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,572.38470000,0.00583000,-0.00567000,0,,,,,4.600,0.600,-0.700,0,0.410,0.054,-0.062,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6065.00,155.00,-180.00,0,1.03,0.12,-0.12,0,0.98,0.13,-0.13,0,-0.280,0.280,-0.300,0,[Fe/H],4.42,0.08,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.7400000,44.3350000,-44.3350000,14.0270000,0.1370000,-0.1370000,12.5020000,0.0230000,-0.0230000,13.9075000,0.0002250,-0.0002250,2015-12-24,2015-12,2016-01-05
KOI-12 b,KOI-12,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,17.85518200,0.00000800,-0.00000600,0,0.154000,0.004000,-0.003000,0,13.787,0.673,-0.560,0,1.230,0.060,-0.050,0,349.61300,1112.40500,-254.26400,0,1.10000,3.50000,-0.80000,0,Mass,0.340000,0.080000,-0.070000,0,,,,,,,,,1,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,,,,,,1.40,0.07,-0.06,0,1.50,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.3980000,4.3960000,-4.3030000,11.5100000,0.0140000,-0.0140000,10.2340000,0.0180000,-0.0180000,11.2535000,0.0005230,-0.0005230,2019-11-01,2017-08,2019-11-07
KOI-1257 b,KOI-1257,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,10.540,1.350,-1.350,0,0.940,0.120,-0.120,0,460.83000,111.24000,-111.24000,0,1.45000,0.35000,-0.35000,0,Mass,0.772000,0.045000,-0.045000,0,,,,,511,50,-50,0,0,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,G5 V,5520.00,80.00,-80.00,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0,0.270,0.090,-0.090,0,[Fe/H],4.32,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,,,14.8180000,0.0690000,-0.0690000,12.7260000,0.0230000,-0.0230000,14.6419000,0.0004900,-0.0004900,2014-06-25,2014-06,2014-06-25
KOI-13 b,KOI-13,1,3,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.76358800,0.00000100,-0.00000100,0,0.036410,0.000870,-0.000870,0,16.948,0.392,-0.392,0,1.512,0.035,-0.035,0,2949.46240,50.85280,-50.85280,0,9.28000,0.16000,-0.16000,0,Mass,0.000640,0.000120,-0.000160,0,,,,,2550,80,-80,0,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,7650.00,250.00,-250.00,0,1.74,0.04,-0.04,0,1.72,0.10,-0.10,0,0.200,0.200,-0.200,0,[Fe/H],4.20,0.50,-0.50,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.0960000,30.7030000,-27.5060000,9.7910000,0.0230000,-0.0230000,9.4250000,0.0140000,-0.0140000,10.3678000,0.0012250,-0.0012250,2015-10-07,2015-05,2015-10-15
KOI-142 b,KOI-142,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,10.91647000,0.00014000,-0.00014000,0,,,,,3.438,0.075,-0.075,0,0.307,0.007,-0.007,0,9.50000,1.10000,-1.10000,0,0.03000,0.00360,-0.00360,0,Mass,0.055610,0.000130,-0.000130,0,,,,,,,,,1,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.00,60.00,-60.00,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0,0.270,0.060,-0.060,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.8630000,2.0100000,-1.9910000,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750,2020-05-28,2020-05,2020-06-04
KOI-142 c,KOI-142,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,22.26492000,0.00067000,-0.00067000,0,,,,,,,,,,,,,214.10000,5.20000,-5.20000,0,0.67400,0.01600,-0.01600,0,Mass,0.057240,0.000450,-0.000450,0,,,,,,,,,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.00,60.00,-60.00,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0,0.270,0.060,-0.060,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.8630000,2.0100000,-1.9910000,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750,2020-05-28,2020-05,2020-06-04
KOI-1599.01,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,20.44150000,0.00130000,-0.00130000,0,0.147280,,,0,1.900,0.300,-0.300,0,0.170,0.027,-0.027,0,4.60000,0.30000,-0.30000,0,0.01447,0.00094,-0.00094,0,Mass,0.014000,,,0,,,,,,,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,,,,0.97,,,0,1.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.6400000,28.1700000,-26.8600000,14.7950000,0.1260000,-0.1260000,13.2380000,0.0310000,-0.0310000,14.8540000,0.0003280,-0.0003280,2019-05-20,2019-06,2019-05-23
KOI-1599.02,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,13.60880000,0.00060000,-0.00060000,0,0.112293,,,0,1.900,0.200,-0.200,0,0.170,0.018,-0.018,0,9.00000,0.30000,-0.30000,0,0.02832,0.00094,-0.00094,0,Mass,0.011400,,,0,,,,,,,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,,,,0.97,,,0,1.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.6400000,28.1700000,-26.8600000,14.7950000,0.1260000,-0.1260000,13.2380000,0.0310000,-0.0310000,14.8540000,0.0003280,-0.0003280,2019-05-20,2019-06,2019-05-23
KOI-1783.01,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,134.46280000,0.00330000,-0.00350000,0,,,,,8.860,0.250,-0.240,0,0.790,0.022,-0.021,0,71.00000,11.20000,-9.20000,0,0.22339,0.03524,-0.02895,0,Mass,0.000000,,,0,5.70,0.27,-0.27,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922.00,60.00,-60.00,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,0.110,0.040,-0.040,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.7300000,13.7340000,-13.3200000,13.9780000,0.0800000,-0.0800000,12.6210000,0.0200000,-0.0200000,13.9061000,0.0002470,-0.0002470,2020-05-01,2020-03,2020-05-07
KOI-1783.02,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,284.21500000,0.02600000,-0.02100000,0,,,,,5.440,0.520,-0.300,0,0.485,0.046,-0.027,0,15.00000,4.30000,-3.60000,0,0.04720,0.01353,-0.01133,0,Mass,0.000000,,,0,2.49,0.35,-0.35,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922.00,60.00,-60.00,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,0.110,0.040,-0.040,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.7300000,13.7340000,-13.3200000,13.9780000,0.0800000,-0.0800000,12.6210000,0.0200000,-0.0200000,13.9061000,0.0002470,-0.0002470,2020-05-04,2020-03,2020-05-07
KOI-1831 d,Kepler-324,1,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,34.16900000,,,0,,,,,1.130,0.050,-0.050,0,0.101,0.004,-0.004,0,2.23000,0.50000,-0.84000,0,0.00702,0.00157,-0.00264,0,Mass,,,,,,,,,475,9,-9,0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,5233.00,60.00,-60.00,0,0.83,0.02,-0.02,0,0.90,0.02,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.5740000,3.6810000,-3.6290000,14.2220000,0.0690000,-0.0690000,12.2910000,0.0250000,-0.0250000,14.0909000,0.0002170,-0.0002170,2021-06-11,2021-05,2021-06-11
KOI-1833 d,Kepler-968,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,7.68500000,,,0,,,,,2.580,0.230,-0.220,0,0.230,0.021,-0.020,0,11.02000,,,1,0.03467,,,1,Mass,,,,,,,,,613,23,-23,0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,4413.00,75.00,-69.00,0,0.67,0.01,-0.01,0,0.68,0.03,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4480000,-1.4350000,14.6260000,0.1260000,-0.1260000,11.8310000,0.0250000,-0.0250000,14.2499000,0.0003920,-0.0003920,2021-06-11,2021-05,2021-06-11
